info_status,koi_period,koi_duration,koi_impact,koi_ror,koi_dor,koi_depth,koi_slogg,koi_srad,koi_smass,density_diff,Transit_shape
FP,0.444291966,2.0792,1.258,0.396105,1.641,10967,4.678,0.636,0.709,42.12626996,1.654105
FP,0.888584158,2.25012,0.453,0.649611,4.8955,412710,4.639,0.616,0.604,66.83436533,1.102611
Confirmed,11.08956602,6.2877,0.02,0.011202,13.634,148.1,3.698,2.867,1.497,32.8125,0.031202
FP,3.693702974,3.37146,1.19,0.410287,6.462,25208,4.265,1.396,1.306,22.91666667,1.600287
Confirmed,12.99204853,6.0175,0.091,0.014939,16.683,270.6,4.236,1.242,0.968,4.158415842,0.105939
FP,359.1015,11.461,0.317,0.020691,232.2,496.5,4.438,1.047,1.094,7.869884575,0.337691
FP,485.91276,2.42,0.598,0.0353,1295,1368,4.506,0.937,1.026,1.764234162,0.6333
Confirmed,66.4159789,7.061,0.371,0.041515,69.9,2053.2,4.603,0.759,0.851,18.44809866,0.412515
FP,4.14244748,2.203,0.386,0.007838,13.39,69.9,3.83,2.124,1.113,9.482758621,0.393838
FP,10.26547688,3.733,0.69,0.019462,15.78,399.6,4.553,0.853,0.95,6.074461137,0.709462
FP,10.26558924,3.879,0.663,0.015409,15.57,254.6,4.458,0.98,1.006,0.187090739,0.678409
FP,10.26561325,5.67553,0.667,0.395421,16.9609,150460,4.169,1.423,1.09,7.407407407,1.062421
Confirmed,78.0998908,8.422,0.528,0.024047,62.1,656.9,4.238,1.284,1.039,3.054989817,0.552047
FP,20.5311708,5.67,0.547,0.015823,23.7,284.6,4.58,0.805,0.902,11.74089069,0.562823
FP,3.341913228,3.813,1.213,0.243351,2.19,725.3,4.551,0.811,0.853,18.13633521,1.456351
Confirmed,42.9136635,5.227,0.403,0.011762,58.2,160.6,3.8,2.483,1.419,29.03225806,0.414762
FP,0.723947772,2.125,1.148,0.164888,1.264,242.7,3.424,2.897,0.812,24.24242424,1.312888
FP,0.993488979,1.9694,0.83,0.164217,3.287,24327,4.328,0.998,0.772,30.5019305,0.994217
FP,563.94854,15.631,0.0504,0.026929,282.7,872.9,4.544,0.868,0.961,4.901293397,0.077329
FP,0.948950734,4.0245,1.246,0.298025,1.424,2133,4.391,1.133,1.152,12.5,1.544025
FP,0.948951607,4.3809,0.959,1.055912,3.341,458460,4.438,1,1,0.8,2.014912
FP,7.07162308,2.587,0.331,0.010321,19.95,123,4.24,1.259,1.005,0.1984126984,0.341321
FP,2.163569702,7.60963,1.116,0.456473,2.3833,54518,4.04,1.718,1.179,14.59227468,1.572473
FP,0.542498653,4.257,0.3422,0.006974,1.158,54.9,3.795,2.954,1.987,49.35064935,0.349174
Confirmed,8.67890312,3.5317,0.203,0.021018,18.79,540.6,4.308,1.116,0.924,9.022556391,0.224018
Confirmed,8.67890312,3.5317,0.203,0.021018,18.79,540.6,4.308,1.116,0.924,9.022556391,0.224018
FP,24.68662378,15.168,0.643,0.085729,10.9,8052.3,2.996,5.132,0.95,0,0.728729
FP,5.76573396,2.924,0.708,0.015428,10.99,248,3.364,4.434,1.657,36.84210526,0.723428
FP,0.878855771,1.1014,0.41,0.015318,5.7,269.7,4.438,0.937,0.877,14.91557223,0.425318
Confirmed,29.19899219,5.1227,0.043,0.040459,45.27,2047.2,4.462,0.94,0.934,7.822222222,0.083459
Confirmed,29.19899219,5.1227,0.043,0.040459,45.27,2047.2,4.462,0.94,0.934,7.822222222,0.083459
Confirmed,29.19899219,5.1227,0.043,0.040459,45.27,2047.2,4.462,0.94,0.934,7.822222222,0.083459
FP,85.112898,2.503,0.033,0.020725,265,513.8,4.485,0.975,1.058,4.732690622,0.053725
Confirmed,18.92537246,3.9835,0.806,0.026104,23.1,640.9,3.317,4.885,1.808,43.75,0.832104
Confirmed,18.92537246,3.9835,0.806,0.026104,23.1,640.9,3.317,4.885,1.808,43.75,0.832104
Confirmed,18.92537246,3.9835,0.806,0.026104,23.1,640.9,3.317,4.885,1.808,43.75,0.832104
Confirmed,18.87058705,3.4701,0.878,0.025771,22,588,4.496,0.949,1.028,1.995012469,0.903771
FP,2.31164074,2.317,0.252,0.019743,7.56,488.7,2.439,18.427,3.402,100,0.271743
FP,0.730956716,2.097,0.129,0.004837,2.72,27.8,4.371,1.078,0.994,1.387137453,0.133837
FP,0.730947169,4.396,1.143,0.160013,1.177,248,4.569,0.826,0.926,8.825319537,1.303013
FP,0.73093905,2.8437,0.018,0.018735,2.089,451.1,4.588,0.711,0.714,41.1172622,0.036735
FP,0.73095491,2.206,0.415,0.005089,2.414,29.6,4.163,1.587,1.336,24.5508982,0.420089
FP,0.730943372,3.004,0.792,0.011722,1.462,134.7,4.418,1.067,1.085,7.054871221,0.803722
FP,0.73094589,4.32,1.169,0.184858,1.201,250.2,4.553,0.848,0.938,7.412223667,1.353858
FP,0.730949487,2.367,0.86,0.0098,1.549,87.3,4.365,1.191,1.204,16.40953717,0.8698
FP,0.73094701,4.223,1.158,0.173153,1.19,227.7,4.559,0.837,0.927,8.665401645,1.331153
FP,0.730964241,2.483,0.459,0.006188,2.132,44,4.152,1.463,1.107,9.039548023,0.465188
FP,7.04716175,2.693,0.856,0.012952,10.86,150.8,4.592,0.776,0.869,15.91397849,0.868952
FP,7.04715073,1.434,0.272,0.015515,36.7,282.5,4.519,0.911,1.001,0.6797583082,0.287515
FP,7.047106212,3.16223,1.077,0.472034,17.121,69626,3.973,2.321,1.845,45.27027027,1.549034
FP,6.337614357,1.742,0.972,0.057085,11.6,1807.4,4.138,1.536,1.185,14.98470948,1.029085
FP,17.7337356,5.558,0.514,0.013712,21.31,217.3,4.56,0.831,0.914,10.23226616,0.527712
FP,17.73402024,7.27595,0.837,0.551115,24.3384,186680,4.04,1.554,0.966,4.6692607,1.388115
FP,3.900109346,3.9037,0.733,0.381514,8.9932,126190,4.424,0.969,0.91,10.7,1.114514
FP,3.900140077,3.77,1.205,0.228072,2.24,543.1,4.48,0.955,1.006,0.1731601732,1.433072
Confirmed,8.14515981,5.073,0.965,0.025296,4.37,446.8,4.197,1.24,0.884,13.79310345,0.990296
Confirmed,8.14515981,5.073,0.965,0.025296,4.37,446.8,4.197,1.24,0.884,13.79310345,0.990296
Confirmed,8.14515981,5.073,0.965,0.025296,4.37,446.8,4.197,1.24,0.884,13.79310345,0.990296
Confirmed,8.14515981,5.073,0.965,0.025296,4.37,446.8,4.197,1.24,0.884,13.79310345,0.990296
FP,8.387210055,1.6477,1.284,0.369981,18.6,4952,4.044,1.795,1.299,22.66666667,1.653981
FP,0.379463865,0.86896,1.246,0.305894,1.814,1973.3,3.892,1.783,0.905,11.25,1.551894
Confirmed,12.90467523,3.28,0.553,0.018884,25.7,412.4,4.574,0.722,0.712,41.49048626,0.571884
Confirmed,12.90467523,3.28,0.553,0.018884,25.7,412.4,4.574,0.722,0.712,41.49048626,0.571884
Confirmed,29.72722,3.45,0.744,0.031506,47.1,1010.2,4.54,0.877,0.973,3.606102635,0.775506
Confirmed,29.72722,3.45,0.744,0.031506,47.1,1010.2,4.54,0.877,0.973,3.606102635,0.775506
FP,494.165759,2.239,0.41,0.03547,1603,1440,4.399,1.162,1.232,18.21656051,0.44547
FP,0.528755447,5.714,1.204,0.223797,1.224,408.5,3.92,1.954,1.158,12.90322581,1.427797
Confirmed,147.97391,6.854,0.034,0.032114,170.1,1267.1,4.44,0.95,0.905,11.26893939,0.066114
Confirmed,4.393157678,2.4455,0.102,0.01871,13.923,447.2,4.631,0.692,0.776,29.84628523,0.12071
Confirmed,4.393157678,2.4455,0.102,0.01871,13.923,447.2,4.631,0.692,0.776,29.84628523,0.12071
Confirmed,4.393157678,2.4455,0.102,0.01871,13.923,447.2,4.631,0.692,0.776,29.84628523,0.12071
Confirmed,4.393157678,2.4455,0.102,0.01871,13.923,447.2,4.631,0.692,0.776,29.84628523,0.12071
Confirmed,7.42608123,3.6379,0.097,0.019228,15.83,443.3,4.353,1.176,1.14,11.55492154,0.116228
Confirmed,7.42608123,3.6379,0.097,0.019228,15.83,443.3,4.353,1.176,1.14,11.55492154,0.116228
FP,82.13761,6.11904,1.221,0.900513,149.37,210770,3.904,2.012,1.183,14.48275862,2.121513
FP,0.934181579,3.943,0.62,0.003357,1.626,12.1,4.029,2.152,1.803,44.19889503,0.623357
FP,5.48990788,4.02,1.199,0.225166,2.88,598.9,4.493,0.96,1.047,3.719357566,1.424166
FP,0.978046982,2.6137,1.227,0.259884,1.485,838.8,3.368,4.569,1.778,42.10526316,1.486884
FP,3.912679136,3.556,23.127,22.820008,53.344355,291510,4.553,0.72,0.675,49.33628319,45.947008
FP,1.703359172,1.914,0.152,0.006997,6.79,57.6,4.503,0.904,0.949,6.147859922,0.158997
FP,1.70336496,1.7045,0.508,0.016745,6.76,316.7,4.516,0.915,1.002,0.5351681957,0.524745
FP,1.703347524,3.3039,0.223,0.673033,6.60496,504410,4.657,0.648,0.695,44.98825372,0.896033
FP,0.851678507,2.028,0.418,0.007564,3.018,67.9,4.389,1.029,0.945,6.689734717,0.425564
FP,1.70332915,1.663,0.307,0.00913,7.55,98.5,4.547,0.864,0.961,4.832214765,0.31613
Confirmed,3.0570982,3.571,0.104,0.011032,6.604,144,4.57,0.819,0.922,9.296781883,0.115032
FP,20.413812,5.806,1.158,0.182913,6.63,496.4,4.569,0.826,0.926,8.825319537,1.340913
FP,232.822285,0.99,1.2469,0.463328,1379,22617,4.487,0.966,1.043,3.370786517,1.710228
FP,0.7088055,3.6789,1.238,0.414325,1.648,17575,4.5,0.908,0.95,6.067769898,1.652325
Confirmed,11.39102358,2.303,0.732,0.020993,26.9,448.6,4.617,0.728,0.836,20.53530226,0.752993
FP,1.626630225,2.1145,1.26,0.305244,2.38,1620.6,4.41,0.973,0.889,13.36787565,1.565244
Confirmed,86.67856052,10.1289,0.291,0.083303,68.23,8244.1,4.351,1.081,0.957,5.277044855,0.374303
FP,67.41958542,7.645,0.72,0.470832,86.43,182170,4.425,0.962,0.898,12.19028741,1.190832
FP,8.8111022,5.0683,1.223,0.242511,3.15,401.1,3.8,2.404,1.333,23.95833333,1.465511
FP,8.8109721,4.822,1.227,0.439006,10.58,24048,4.438,1,1,0.8,1.666006
FP,0.447861451,0.8541,0.427,0.015358,3.75,265.4,4.553,0.848,0.938,7.412223667,0.442358
FP,1.334104585,3.14624,0.986,0.379633,3.325,61691,4.373,1.083,1.007,0,1.365633
FP,1.334101467,2.1033,0.153,0.010106,4.875,120.8,4.106,1.58,1.16,13.26530612,0.163106
FP,7.363572395,5.7545,0.922,0.4993,11.613,129700,4.208,1.508,1.346,25.19083969,1.4213
FP,383.43595,11.059,0.025,0.031843,273.2,1228,4.615,0.729,0.823,22.45762712,0.056843
FP,33.69320154,7.44219,0.379,0.701428,57.3746,508770,4.448,0.899,0.826,21.9876869,1.080428
Confirmed,19.27082584,4.1281,0.169,0.074186,37.84,6660.5,4.491,0.956,1.034,2.535925613,0.243186
Confirmed,19.27082584,4.1281,0.169,0.074186,37.84,6660.5,4.491,0.956,1.034,2.535925613,0.243186
Confirmed,19.27082584,4.1281,0.169,0.074186,37.84,6660.5,4.491,0.956,1.034,2.535925613,0.243186
FP,2.882424694,25.91,1.051,0.453949,1.5126,67298,2.667,8.058,1.101,0,1.504949
FP,1.540411479,1.703,0.781,0.010427,4.52,107.1,4.57,0.812,0.9,11.95716835,0.791427
Confirmed,13.22714056,3.2861,0.013,0.025421,31.53,812,4.548,0.8,0.825,22.16014898,0.038421
Confirmed,13.22714056,3.2861,0.013,0.025421,31.53,812,4.548,0.8,0.825,22.16014898,0.038421
FP,2.115510941,7.2877,0.492,0.664481,3.68149,415160,3.883,2.638,1.938,48.11320755,1.156481
FP,2.115511511,8.5116,1.278,0.500992,2.02,25805,4.615,0.661,0.656,53.6327609,1.778992
FP,2.11552348,6.712,1.187,0.206384,1.302,359.2,4.509,0.951,1.065,5.331179321,1.393384
FP,2.115498574,6.738,1.215,0.23666,1.341,444.2,4.475,1,1.088,7.352941176,1.45166
FP,2.11548883,4.008,0.505,0.012211,3.61,169.5,4.489,0.971,1.057,4.675324675,0.517211
FP,2.11547854,3.665,0.755,0.014846,3.11,222.9,4.454,1.024,1.086,7.220573689,0.769846
FP,1.015044104,10.994,0.984,0.016126,1.0131,158.2,4.318,1.124,0.959,5.185185185,1.000126
FP,146.355097,5.034,0.0515,0.02585,228,820,4.964,0.29,0.282,257.3121162,0.07735
FP,1.26132769,1.244,0.289,0.009772,7.52,109.7,5.224,0.132,0.107,841.7372426,0.298772
FP,3.711012492,3.3394,1.272,0.379062,4.716,7559.8,4.365,1.117,1.051,4.111405836,1.651062
FP,3.711013336,3.31024,1.192,0.409001,6.5584,24989,4.256,1.247,1.021,1.328273245,1.601001
FP,0.576441813,2.027,0.061,0.007205,2.264,60.8,4.425,1.038,1.042,3.326180258,0.068205
FP,1.89132292,5.607,0.709,0.003928,2.009,16,4.089,2.106,1.987,49.29577465,0.712928
FP,1.844857057,1.6557,0.594,0.008855,6.98,85.6,4.403,1.004,0.931,8.260869565,0.602855
FP,0.996864568,1.098,0.644,0.009016,5.44,86.7,4.524,0.782,0.746,35.06410256,0.653016
FP,6.5588346,3.034,0.7173,0.006416,11.69,41.2,4.438,1,1,0.8,0.723716
FP,6.5588346,3.034,0.7173,0.006416,11.69,41.2,4.438,1,1,0.8,0.723716
FP,7.047103499,3.3208,1.047,0.458805,16.511,71318,4.417,1.035,1.018,0.9803921569,1.505805
FP,7.04710032,2.926,1.195,0.216054,4.3,400.9,4.363,1.068,0.96,4.949238579,1.411054
FP,2.97600846,4.274,0.715,0.009965,3.88,103.2,3.898,2.088,1.256,19.56521739,0.724965
FP,2.97606298,4.124,0.363,0.007754,5.22,72.2,3.158,6.669,2.334,62.5,0.370754
FP,2.97586085,4.513,0.117,0.009317,5.0849,105.9,4.508,0.835,0.821,22.76595745,0.126317
FP,1.873380717,10.1083,0.27,0.702166,2.60349,538720,4.283,1.171,0.96,5.016722408,0.972166
FP,1.87337894,9.1328,0.883,0.081812,1.3713,5444,2.9,5.721,0.949,0,0.964812
Confirmed,1.970340203,1.7901,0.859,0.021783,4.74,403.2,3.972,1.667,0.951,6.341463415,0.880783
FP,14.65801395,3.03316,1.141,0.684799,45.77,129640,3.986,1.626,0.934,7.834101382,1.825799
FP,30.5528972,5.269,1.216,0.247336,12.3,865.2,4.349,1.138,1.051,4.067321178,1.463336
FP,30.5528701,5.3367,1.134,0.499685,42.95,63521,4.367,1.165,1.152,12.62002743,1.633685
FP,0.523493764,0.9015,0.083,0.006805,4.49,54,3.791,2.455,1.357,26.08695652,0.089805
FP,18.83948744,5.62797,0.421,0.40426,34.268,182720,4.454,1.024,1.086,7.220573689,0.82526
FP,514.14221,4.153,0.1024,0.034991,974,1491,4.579,0.78,0.842,19.67305524,0.137391
FP,88.1804682,5.033,0.026,0.030375,137.9,1138.6,4.57,0.839,0.952,5.831265509,0.056375
FP,17.17732821,7.6702,0.267,0.143884,19.042,24419,4.485,0.973,1.055,4.454148472,0.410884
Confirmed,14.17222858,2.6297,0.869,0.01667,21.7,246.8,4.2,1.314,0.998,0.9090909091,0.88567
Confirmed,14.17222858,2.6297,0.869,0.01667,21.7,246.8,4.2,1.314,0.998,0.9090909091,0.88567
FP,1.039046871,1.689,0.096,0.004495,4.736,24.4,4.422,0.976,0.918,9.827760892,0.100495
Confirmed,2.711504086,3.0099,0.023,0.026533,7.088,837.5,4.442,1.076,1.169,13.75266525,0.049533
Confirmed,2.711504086,3.0099,0.023,0.026533,7.088,837.5,4.442,1.076,1.169,13.75266525,0.049533
FP,21.8660922,2.03,0.057,0.015998,83.5,301.6,4.402,1.077,1.062,5.058823529,0.072998
FP,0.555973803,1.271,0.563,0.008239,2.89,75.3,3.776,2.117,0.977,2.912621359,0.571239
FP,0.651784374,2.0141,1.224,0.290399,1.603,2779.3,4.375,1.061,0.975,3.431372549,1.514399
FP,1.303570451,2.28163,0.548,0.601921,6.6509,332340,3.279,3.584,0.891,15.78947368,1.149921
FP,15.3466028,4.966,0.591,0.01477,19.5,238.5,3.934,2.259,1.597,37.41007194,0.60577
FP,7.544804312,8.2678,1.266,0.364181,3.77,6501.7,3.984,1.609,0.91,11.00917431,1.630181
FP,324.18028,18.15,0.733,0.009248,94.6,87.9,3.835,2.183,1.19,14.9122807,0.742248
FP,3.98216698,2.396,0.775,0.019666,8.46,381.3,4.066,1.548,1.019,1.090909091,0.794666
Confirmed,3.98216698,2.396,0.775,0.019666,8.46,381.3,4.066,1.548,1.019,1.090909091,0.794666
Confirmed,3.98216698,2.396,0.775,0.019666,8.46,381.3,4.066,1.548,1.019,1.090909091,0.794666
FP,2.43585046,2.088,0.471,0.007333,7.96,60.5,3.613,3.247,1.579,36.95652174,0.478333
FP,7.964400574,4.4761,1.121,0.788182,18.98,190900,4.578,0.715,0.706,42.77576385,1.909182
FP,0.803835923,1.397,0.447,0.006814,4.02,52.6,4.442,1.047,1.104,8.731808732,0.453814
Confirmed,1.625522174,2.38963,0.076,0.080543,5.6364,7969,4.322,1.106,0.935,7.814761216,0.156543
FP,3.495457889,6.9796,0.965,0.496613,4.5305,114620,4.249,1.558,1.572,36.05769231,1.461613
Confirmed,5.0800579,5.207,0.636,0.014349,5.94,222.8,3.769,2.52,1.359,25.88235294,0.650349
FP,1.6911935,9.479,0.903,0.058199,1.223,2801,4.438,1,1,0.8,0.961199
Confirmed,18.5525162,4.385,0.78,0.027989,21.7,771.5,4.566,0.829,0.928,8.594229589,0.807989
Confirmed,2.10433534,1.1168,0.872,0.016787,7.58,242.1,4.837,0.433,0.47,114.4066333,0.888787
FP,4.01668015,2.2828,0.911,0.255027,11.65,38007,4.497,0.794,0.721,39.79166667,1.166027
FP,114.9086242,7.66397,0.78,0.531564,150.96,196110,4.565,0.737,0.729,38.22075783,1.311564
Confirmed,15.0219784,5.068,0.96,0.011751,7.3,96.9,4.162,1.382,1.011,0.2610966057,0.971751
FP,1.89134156,5.891,0.739,0.008174,1.881,68.4,4.41,1.105,1.145,12.01413428,0.747174
FP,10.29767658,6.649,1.194,0.222876,3.33,655.5,4.075,1.608,1.121,10.37037037,1.416876
FP,10.29767658,6.649,1.194,0.222876,3.33,655.5,4.075,1.608,1.121,10.37037037,1.416876
Confirmed,8.39842977,6.344,0.573,0.01755,8.54,340.1,4.441,1.044,1.096,7.995846314,0.59055
FP,2.976020742,3.73,0.721,0.010535,4.4,114.9,3.939,1.796,1.023,1.694915254,0.731535
FP,2.97599368,4.023,0.243,0.006846,5.56,55,4.394,1.055,1.003,0.4683840749,0.249846
FP,2.976012511,6.52033,0.444,0.678259,5.7389,449090,4.408,1.08,1.088,7.407407407,1.122259
FP,2.97601892,5.5,1.176,0.19443,1.468,306.1,2.955,7.746,1.975,50,1.37043
FP,2.9761504,6.079,0.064,0.014077,3.831,259.5,4.612,0.664,0.657,53.38680927,0.078077
FP,2.881100027,9.43866,0.829,1.213101,5.0041,662830,3.675,3.369,1.957,49.01960784,2.042101
FP,0.806277023,7.275,0.697,0.008208,1.052,70.8,4.471,0.996,1.07,5.817174515,0.705208
FP,52.56901867,6.7507,1.197,0.418905,45.4,26900,4.178,1.717,1.62,37.8125,1.615905
FP,117.6813778,12.7591,0.433,0.20011,78.855,45362,3.899,2.079,1.25,19.42446043,0.63311
Confirmed,29.6193891,4.9595,0.046,0.016028,46.31,314.7,4.401,0.996,0.911,10.62906725,0.062028
FP,1.085965104,10.716,0.916,0.112976,1.09012,10579,4.152,2.404,2.995,66.2037037,1.028976
FP,1.665784138,1.8946,1.27,0.319369,2.73,2006.2,3.686,2.789,1.378,28.125,1.589369
FP,0.72359699,1.326,0.608,0.02155,3.51,495.6,3.818,2.858,1.964,48.80952381,0.62955
Confirmed,0.928310036,1.1899,0.181,0.017601,6,376.2,4.672,0.602,0.621,62.29796205,0.198601
FP,0.605556082,1.2399,0.176,0.009338,3.757,101.7,4.556,0.846,0.941,7.078507079,0.185338
FP,0.64234875,1.3699,0.627,0.009846,2.941,103.7,3.842,2.584,1.693,40.81632653,0.636846
Confirmed,13.14496741,3.6399,0.591,0.016418,22.82,300.8,4.477,0.888,0.862,16.89683184,0.607418
Confirmed,16.08832318,5.731,0.648,0.023572,17.02,597.8,4.224,1.33,1.08,6.753812636,0.671572
Confirmed,16.08832318,5.731,0.648,0.023572,17.02,597.8,4.224,1.33,1.08,6.753812636,0.671572
Confirmed,16.08832318,5.731,0.648,0.023572,17.02,597.8,4.224,1.33,1.08,6.753812636,0.671572
FP,0.513482156,2.732,0.004,0.008629,1.572,91.6,4.495,0.882,0.887,13.61175561,0.012629
FP,0.776950288,1.288,0.047,0.01823,4.724,396,4.546,0.865,0.957,5.273833671,0.06523
FP,1.606003121,4.88602,0.496,0.651794,4.0927,402550,2.909,5.059,0.757,33.33333333,1.147794
FP,61.438007,3.861,0.754,0.01588,82.8,253,2.967,8.527,2.458,50,0.76988
Confirmed,1.442592305,2.9698,0.207,0.011979,3.727,166,3.983,2.043,1.462,30.99415205,0.218979
FP,0.98376204,10.052,1.01,0.02152,1.02,55,3.276,5.294,1.932,46.15384615,1.03152
FP,0.892061734,2.24307,1.079,0.50075,3.4034,75590,4.512,0.855,0.866,16.30591631,1.57975
FP,1.570518376,3.2035,1.295,0.349222,1.936,2213.2,2.782,11.82,3.083,50,1.644222
FP,231.364508,4.747,0.6598,0.037134,298,1488,4.673,0.604,0.627,60.73813708,0.696934
FP,2.23755641,2.089,0.182,0.009255,8.14,101.1,4.505,0.924,0.995,1.268834259,0.191255
FP,1.946198513,4.0336,0.249,0.336034,4.9043,130720,4.165,1.433,1.094,8.064516129,0.585034
FP,62.060783,28.203,0.928,0.024658,7.37,472.9,4.578,0.784,0.85,18.53741497,0.952658
Confirmed,24.99324319,5.9409,0.686,0.015956,24.1,269.6,4.181,1.317,0.961,4.750593824,0.701956
FP,106.779168,1.905,0.0246,0.011887,433,163,4.21,1.494,1.323,23.92947103,0.036487
FP,10.21507506,3.395,0.1,0.014437,23.21,258.6,4.433,0.95,0.893,12.76391555,0.114437
FP,308.185801,3.689,0.023,0.023885,653.2,708.7,4.581,0.813,0.924,9.07504363,0.046885
FP,178.4129899,2.9298,0.936,0.265158,395.7,37510,4.346,1.148,1.064,5.263157895,1.201158
FP,178.4129899,2.9298,0.936,0.265158,395.7,37510,4.346,1.148,1.064,5.263157895,1.201158
FP,4.66229074,3.73,1.197,0.215459,2.34,345.4,4.454,1.025,1.088,7.326732673,1.412459
Confirmed,17.79001678,4.4116,0.182,0.026716,31.13,871.4,4.474,0.927,0.935,7.751277683,0.208716
Confirmed,17.79001678,4.4116,0.182,0.026716,31.13,871.4,4.474,0.927,0.935,7.751277683,0.208716
Confirmed,17.79001678,4.4116,0.182,0.026716,31.13,871.4,4.474,0.927,0.935,7.751277683,0.208716
FP,12.5748872,3.549,0.035,0.024352,27.7,731,4.867,0.387,0.406,148.1798715,0.059352
FP,0.504426087,1.6276,1.321,0.34519,1.457,614.5,4.452,0.901,0.837,20.45454545,1.66619
FP,3.47148164,4.679,0.719,0.010883,4.11,122.7,4.626,0.716,0.8,25.97521799,0.729883
FP,3.471399214,5.07707,1.014,0.485917,5.796,92285,4.101,1.689,1.315,23.44322344,1.499917
FP,3.47143963,3.663,0.719,0.009818,5.2,99.8,4.409,1.111,1.154,12.70783848,0.728818
FP,484.172005,4.566,0.3737,0.02095,770,518.2,4.456,1.04,1.126,10.48951049,0.39465
FP,4.176929219,5.2003,0.984,0.405528,6.26,70355,4.628,0.708,0.799,26.12172368,1.389528
Confirmed,4.72674037,2.9267,0.657,0.015943,9.6,273.1,4.472,0.894,0.866,16.33663366,0.672943
FP,1.922861499,3.5734,0.943,0.051164,2.1435,1916.2,4.531,0.911,1.028,1.985294118,0.994164
FP,1.922862476,3.4594,1.001,0.496555,4.874,101270,4.246,1.303,1.087,7.33197556,1.497555
Confirmed,8.48299282,2.505,0.564,0.007876,21.6,69.1,4.471,0.933,0.94,7.260155575,0.571876
FP,407.59415,7.3,0.0274,0.019805,434.66,462.4,4.402,0.974,0.872,15.5720339,0.047205
FP,277.77499,7.07,0.6035,0.031074,251,1078,4.561,0.73,0.708,42.30769231,0.634574
Confirmed,9.69310837,2.734,0.534,0.031409,23.9,1130.7,4.639,0.618,0.607,65.97978227,0.565409
FP,561.08191,14.94,0.4298,0.014082,263,229.1,4.264,1.258,1.06,4.887218045,0.443882
FP,3.305577989,2.5903,1.145,0.335281,6.81,17971,4.629,0.707,0.786,28.19244604,1.480281
FP,0.64234865,2.1184,0.966,0.29825,2.29,39597,4.553,0.791,0.814,23.76899696,1.26425
FP,9.8480917,3.079,0.127,0.01076,24.51,141.9,4.546,0.748,0.717,40.57209574,0.13776
Confirmed,34.7630543,4.309,0.731,0.016908,43.6,293.7,4.387,0.95,0.802,25.6684492,0.747908
Confirmed,34.7630543,4.309,0.731,0.016908,43.6,293.7,4.387,0.95,0.802,25.6684492,0.747908
FP,13.8452726,2.555,0.566,0.009217,34.6,93.2,3.89,2.324,1.529,34.42622951,0.575217
FP,1.1910489,1.3738,1.257,0.300822,2.55,1391.1,4.58,0.693,0.666,51.32433783,1.557822
Confirmed,8.70798309,2.4904,0.063,0.033251,27.56,1419.6,4.722,0.554,0.59,70.77809798,0.096251
Confirmed,8.70798309,2.4904,0.063,0.033251,27.56,1419.6,4.722,0.554,0.59,70.77809798,0.096251
FP,7.544039,6.222,1.175,0.194187,2.28,322.6,4.567,0.824,0.919,9.616555082,1.369187
FP,528.10984,18.01,0.2535,0.00865,218.7,89.8,4.566,0.811,0.884,14.001207,0.26215
FP,0.796722833,2.4551,0.601,0.00991,2.153,107.1,4.121,1.334,0.858,17.45152355,0.61091
FP,0.7967202,4.25304,0.839,0.520964,2.1435,167720,4.438,1,1,0.8,1.359964
FP,0.823014905,3.5426,1.247,0.280392,1.36,850.5,4.614,0.724,0.818,23.20185615,1.527392
FP,0.393727296,3.02,1.228,0.261231,1.274,903.5,4.575,0.808,0.903,11.56542056,1.489231
FP,0.393726813,2.95,1.1898,0.214695,1.226,564.6,4.449,1.031,1.085,7.171717172,1.404495
FP,1.353414369,13.416,1.202,0.230713,1.233,610.2,2.865,8.586,1.969,33.33333333,1.432713
Confirmed,160.850075,9.427,0.769,0.020695,87.4,428.1,4.168,1.507,1.225,17.87709497,0.789695
FP,2.98786272,2.5814,0.621,0.198719,9.11,42789,4.544,0.821,0.859,17.33247423,0.819719
Confirmed,29.9111886,6.6436,0.041,0.027392,35.31,942,4.397,0.969,0.855,17.76595745,0.068392
FP,4.6484156,38.1939,0.968,0.013299,1.0276,128.4,3.577,3.482,1.671,40,0.981299
Confirmed,7.31945294,4.881,0.112,0.011683,11.53,166.8,3.499,3.955,1.801,44.82758621,0.123683
Confirmed,85.272459,13.31,0.965,0.033383,18.15,767.8,4.349,1.057,0.911,10.63553826,0.998383
Confirmed,31.7787564,8.093,0.29,0.014837,29.18,262,4.391,0.928,0.773,30.4033092,0.304837
Confirmed,31.7787564,8.093,0.29,0.014837,29.18,262,4.391,0.928,0.773,30.4033092,0.304837
Confirmed,2.785821236,3.5599,0.893,0.008919,2.95,68.9,4.026,1.733,1.162,13.0044843,0.901919
FP,2.9590637,28.81,0.2957,0.004506,1.046,23.6,4.195,1.322,0.999,0.9259259259,0.300206
Confirmed,30.1599411,7.874,0.802,0.013612,18.15,175.9,3.62,3.051,1.414,30,0.815612
Confirmed,30.1599411,7.874,0.802,0.013612,18.15,175.9,3.62,3.051,1.414,30,0.815612
